ID,IssueDateTime,DeclarationOfficeID,ProcessType,TransactionNature,Type,PaymentType,BorderTransportMeans,DeclarerID,ImporterID,SellerID,ExpressID,ClassificationID,ExportationCountry,OriginCountry,TaxRate,DisplayIndicator,DutyRegime,TotalGrossMassMeasure(KG),AdValoremTaxBaseAmount(Won),Fake
43640643,2020-11-14,20,B,11,21,11,10,UTNPOCA,AVMMCUT,2ZB5BSR,,6211399000,IT,IT,0.0,FEU1,Y,0.9,526.6800000000001,0
15551145,2020-11-14,16,B,87,21,11,10,FFYQIST,P1TZXEU,8OA1T58,W6UCD9,3920490000,JP,JP,6.5,C,E,16.0,5620.8,0
12724452,2020-11-14,40,B,11,21,11,40,8MTRQLF,H4UFEEP,LRAKAY0,,9506700000,US,MX,8.0,A,E,6.1,3836.9,1
55006102,2020-11-14,30,B,11,21,18,40,DM8H44I,4OX5GDJ,FVRTI9X,JGTT43,8541409090,DE,PH,0.0,C,E,13.9,15025.9,0
39702367,2020-11-16,40,B,11,21,11,10,N9MVAE1,LWXRX7T,3EVLVZQ,,7318290000,JP,JP,8.0,A,G,49.0,2646.0,1
72186013,2020-11-16,33,B,94,21,11,40,R5P6P4N,VB02G7E,T5E1HFY,,2309101000,CN,CN,3.0,FCN1,Y,4008.0,216832.8,0
82203734,2020-11-16,20,B,11,21,33,40,F2SS4WH,L77ZY7W,XS6XU72,,9019109000,CN,CN,0.0,C,E,151.7,2776.11,0
12266291,2020-11-16,40,B,87,21,14,10,K8W9S8E,K7RU0XI,7JUUMOF,VZIZJJ,4707200000,AU,AU,0.0,A,Y,47610.0,3675492.0,0
34734907,2020-11-16,40,B,11,21,11,40,65ORXQ9,25U99BF,FQKH1PD,W6UCD9,8518909000,CN,CN,0.0,C,S,6.3,4.409999999999999,0
75987079,2020-11-16,40,B,83,21,11,40,C6MLPCX,1Q41F4J,G1PA0TP,,9603290000,CN,CN,3.2,FCN1,E,55.0,1743.5,0
52019207,2020-11-16,40,B,11,21,11,10,Q1G0K0D,8AH2NAN,SKR1R05,,3926909000,CN,CN,3.4,FCN1,G,279.2,167.51999999999998,0
86596543,2020-11-16,20,B,94,21,14,10,9Z8AYH4,9DB8C35,7KWSDW6,,8418999000,JP,JP,8.0,A,G,30.0,2604.0,1
11061915,2020-11-16,20,B,11,21,11,40,KR8JM9H,BMLV4XX,9LYD4FJ,,6115990000,JP,JP,13.0,A,E,4.3,876.34,0
51589218,2020-11-16,30,B,11,21,11,10,Y7GUHAF,Q6Y1IDJ,W9HG3U1,,5407921000,JP,JP,8.0,A,E,57.0,82205.40000000001,0
17053435,2020-11-16,40,B,29,21,43,30,92OT7J9,USK2N68,TAMIXC8,MWIDNS,9506310000,JP,JP,8.0,A,G,4.5,1946.25,1
66204188,2020-11-16,20,B,11,21,14,40,ZKB0LAL,WE5ELWZ,PWPG35U,,712902050,CN,CN,30.0,A,B,7000.0,4746000.0,0
36430863,2020-11-16,20,B,11,21,14,10,K43BSIF,00VCSJX,VY7ZLQE,YXFTSB,7307991000,CN,CN,2.4,FCN1,Y,750.0,144225.0,1
70325270,2020-11-16,20,B,87,21,43,40,6T0AJ3G,AQKT9ZV,YXKMOZQ,,9401799000,CN,CN,0.0,C,S,3238.0,77388.2,0
26488400,2020-11-16,40,B,11,21,11,10,W8UXMQ2,LG16PFR,6WXLR0S,,6404199000,CN,CN,13.0,A,Y,140.0,37492.0,0
76077812,2020-11-16,16,B,11,15,11,10,CZQUPH8,WKF8Z53,DPTXKLG,,8501101000,JP,JP,8.0,A,Y,5.0,453.0,0
63602185,2020-11-16,40,B,11,21,11,10,DC4LEI7,BRV570D,GTA7I9K,MWIDNS,9701101000,CN,US,0.0,A,G,20.0,8566.0,0
77207579,2020-11-16,40,B,15,26,14,40,M64ILNR,PYLYZX6,5YTF28W,,2208709000,JP,JP,20.0,F,E,69.1,10903.98,0
56786704,2020-11-16,20,B,11,21,11,10,08EO4RP,EPM295S,,,8903920000,JP,JP,8.0,A,S,19000.0,7546800.0,0
95325861,2020-11-16,20,B,11,21,11,10,RU9K634,8KEOY77,,,7408299000,CN,CN,8.0,A,Y,11.0,6802.4,0
56811220,2020-11-16,40,B,11,21,11,10,PF1L1IG,HNC6704,6YXK8Z6,,3002904000,CA,US,0.0,C,E,115.0,107456.0,0
90156086,2020-11-16,40,B,11,21,11,40,9Z8AYH4,M5KYBBQ,,,3824999041,CN,CN,0.0,FCN1,G,45.0,6871.499999999999,0
95558871,2020-11-16,40,B,11,21,11,40,NZYZ967,708A72F,0WZC15K,,710802000,CN,CN,27.0,A,E,24000.0,7036800.0,0
21430454,2020-11-16,30,B,11,11,11,40,OZKII7E,V1KX9V8,M0901KA,,2934992000,CN,CN,6.5,C,G,0.1,0.33,0
35662933,2020-11-16,40,B,11,23,14,40,W1QYSYB,0QT7RTE,QM1TX7M,,7308909000,HK,CN,0.0,C,S,33.2,219.12,0
10955632,2020-11-16,20,B,93,21,11,40,SM89FYN,GPVXUBA,UXX1AJX,,3926909000,CN,CN,6.5,C,E,135.0,81.0,0
86737730,2020-11-16,40,B,11,21,11,10,KXJKVNF,BFNU4GX,E44MM7Y,,2926909099,KR,CN,6.5,C,Y,0.1,197.01,0
99656768,2020-11-16,20,B,11,21,11,10,X09KN33,A8YKFP4,87TO3QR,,4205002900,CN,CN,0.0,FCN1,G,15.0,133.5,0
21150938,2020-11-16,20,B,94,21,11,40,7Y5OGPF,2BJIH54,CIIR1J8,,6117104000,JP,TW,13.0,A,G,1.6,217.76,0
38137371,2020-11-16,30,B,94,27,11,10,U915W03,OK9J1G0,OP5AL7R,,9027301000,CN,CN,0.0,C,E,29.0,37004.0,0
53588101,2020-11-16,30,B,15,26,11,40,8BBKYXO,3U9KMJD,FQKH1PD,,4202299000,CN,CN,2.4,FCN1,S,370.0,14800.0,1
85502643,2020-11-16,16,B,94,21,11,50,52QVW7M,898A94B,LMXF7VE,,2917121000,CN,CN,2.6,FCN1,Y,220000.0,105402000.0,0
93233749,2020-11-16,40,B,11,21,11,40,3OWK3KM,OA4YKNJ,6BM86QF,,8711201000,VN,VN,0.0,FVN1,Y,125.4,100520.64,0
58890738,2020-11-16,20,B,11,21,11,40,DWNJQL8,Z75MVXP,,,7326909000,CN,CN,0.0,FCN1,G,26.0,39.0,0
42532168,2020-11-16,20,B,15,21,11,10,6D4DNS7,6G06B3X,9KTZT9N,,9404900000,CN,CN,8.0,A,G,15.0,346.5,0
16465570,2020-11-16,16,B,93,21,11,40,6T0AJ3G,AZLVZXY,WDEAFV9,,3215190000,JP,JP,0.0,C,S,3.0,441.3,0
89986417,2020-11-16,20,B,88,21,43,40,VW16HAX,RMNINYE,MB06XRW,,3926909000,CN,CN,6.5,C,Y,150.0,90.0,1
14513105,2020-11-16,40,B,11,21,11,10,NZYZ967,FRFZLVX,4QQL36N,,8703241020,US,US,8.0,C,G,2037.3,10593.96,0
18854351,2020-11-16,40,B,11,21,18,10,E0AGTLM,QOUNC0J,N60J0BF,,3907202000,TW,TW,6.5,C,E,7200.0,4731120.0,0
90433675,2020-11-16,40,B,11,21,11,10,H3RWZG0,U9BYHH8,SZ07W7Z,,8544429090,DE,DE,0.0,FEU1,Y,46.0,418.6,0
91882449,2020-11-16,20,B,11,21,11,10,LYKEHJV,OHDJA3U,HMYZHKM,B12OMY,9027200000,US,US,0.0,CIT,B,190.0,2544423.0,0
76268256,2020-11-16,30,B,11,23,11,10,JB56TQV,XANJ3JW,5ONXCTD,,7204290000,ZZ,ZZ,0.0,A,E,3900.0,37830.0,0
12569005,2020-11-16,20,B,87,21,0,40,AB2TXFG,1L5TDFS,6NZPV3U,,8542311000,TW,TW,0.0,CIT,S,22.0,44620.4,0
73791204,2020-11-16,20,B,11,21,11,10,OQY4ZUC,HSEXI2S,,,3926400000,JP,DE,6.5,C,S,21.6,84.24000000000001,0
38643458,2020-11-16,40,B,11,26,11,40,OHE0O8U,DOZMRBM,3CZE9BZ,,3506999000,JP,JP,8.0,A,S,0.4,62.24,1
66018694,2020-11-16,40,B,11,21,11,10,8MTRQLF,OP29ZAO,2E2B30D,MWIDNS,7419999000,CN,CN,8.0,A,S,7.0,2065.7000000000003,0
46048773,2020-11-16,30,B,11,21,14,10,PF1L1IG,5SB2QXU,N0AL6MW,BX52LT,6306909000,CN,CN,5.2,FCN1,E,3264.0,84864.0,0
13095155,2020-11-16,20,B,11,21,11,40,6S2EESU,QYQZE5A,H79JX1J,,7225409099,BE,BE,0.0,C,B,2180.0,635034.0,0
74625592,2020-11-16,20,B,11,21,14,10,OQY4ZUC,5TXMAC4,ES6KNJT,,8422909000,DE,PL,0.0,FEU1,G,0.8,362.56,1
54826629,2020-11-16,30,B,94,21,11,10,0DNH6FX,EF4RAAP,LAL3Y83,FDLUKP,8525803000,HK,CN,0.0,CIT,S,50.4,22967.28,0
25138444,2020-11-16,30,B,89,21,11,40,UTNPOCA,H27ZHR5,7HYJ3QR,,703101000,CN,CN,135.0,W2,S,21900.0,2073930.0,0
24950968,2020-11-16,40,B,94,21,14,90,1556AQV,NBPKUDI,AR291OX,MWIDNS,8507200000,FR,DE,8.0,A,B,8.2,4155.759999999999,1
79848867,2020-11-16,40,B,11,21,11,40,ZA03N3Z,Z2BMJ1E,Q7Q5NE9,,6112410000,DE,PT,0.0,FEU1,E,0.4,319.52,0
62983584,2020-11-16,40,B,87,32,43,40,KXJKVNF,ZNBWMM0,MOFM7EB,MWIDNS,3926909000,CN,CN,3.9,FCN1,S,25.6,15.36,0
56619734,2020-11-16,40,B,11,21,11,10,6T0AJ3G,WAP9NVX,GQOM8PP,,8542391000,JP,JP,0.0,C,B,33.8,1412.8399999999997,0
74550500,2020-11-16,40,B,11,21,43,10,7Y5OGPF,USQRFUO,NSF10U5,,7602000000,US,US,0.0,A,B,19985.0,195853.0,0
47862768,2020-11-16,40,B,11,21,11,10,XCIAAPR,AI1JGDK,,,8518909000,CN,CN,0.0,CIT,E,20.0,14.0,0
92120546,2020-11-16,30,B,83,21,18,10,C16ZJ86,AJ2OZAX,PZ7D4KI,MWIDNS,4823690000,CN,CN,0.0,C,G,5597.5,2209333.25,0
78427193,2020-11-16,40,B,11,21,11,10,H4TRKS6,J4GUX9S,34K2O8F,,8543709090,CN,CN,0.0,FCN1,E,125.8,3170.16,1
99839629,2020-11-16,10,B,87,21,11,10,9V8UD38,LM0AR6D,G5XD32H,M42A38,6217100000,CN,CN,6.9,FCN1,G,55.0,82.5,0
82104242,2020-11-16,33,B,11,21,11,10,6KQ7MLR,61WVC2L,,,8526919010,US,US,4.9,C,E,0.0,0.0,0
99839565,2020-11-16,40,B,11,11,43,20,N0FNELS,5K0NSTV,Y15YPVT,,3926901000,CN,CN,6.5,C,G,1.4,44.24,0
71687705,2020-11-16,41,B,11,21,43,10,4OSUO77,7A7DH4R,SA63LWX,,6704110000,CN,CN,0.0,FCN1,E,663.6,413157.36,0
25462286,2020-11-16,40,B,11,21,43,10,TY4L29K,54H2847,69M85LE,,6307909000,VN,VN,0.0,FVN1,S,43.0,98.9,1
74979912,2020-11-16,20,B,11,26,11,10,K3HCKNK,JE74FBH,CD19JY0,,6305330000,CN,CN,8.0,A,B,1220.0,291214.0,1
55284866,2020-11-16,30,B,11,21,14,10,N8XBQG4,HOGEGLI,6I2RPH7,,8431499000,US,US,0.0,FUS1,E,250.0,32575.000000000004,0
28251167,2020-11-16,40,B,11,21,43,10,U93G98W,M1IXONV,3NFH1TL,VZIZJJ,4202299000,FR,FR,0.0,FEU1,G,3.6,144.0,0
26907882,2020-11-16,40,B,11,21,11,10,W78SJ07,CNIS4F3,C2TC2XL,,7117199000,JP,JP,8.0,A,Y,1.0,1.8,0
44054135,2020-11-16,30,B,11,21,43,10,DN7LBUR,GABSYNN,SKMKPSC,,7616999090,NL,NL,8.0,A,E,52.8,660.0,0
90728094,2020-11-16,20,B,15,21,11,40,V1O3WFB,07Q1OKW,HD51BKQ,N7NYF0,3923100000,CN,CN,3.9,FCN1,G,1150.3,3680.96,0
30091662,2020-11-16,40,B,11,21,11,40,RU9K634,0J6V1EE,ANIKKW8,,1517909000,MY,MY,0.0,FAS1,E,7000.0,4106200.0,1
12603533,2020-11-16,20,B,11,11,11,10,L5GONLU,V49NAAY,V0VJQ5Y,W6UCD9,9506691000,CN,CN,8.0,A,Y,118.0,31600.4,0
22285385,2020-11-16,20,B,15,21,11,40,DM8H44I,LV6BYDI,W9N4FAZ,,1604199090,TH,TH,5.0,FAS1,B,300.0,151290.0,0
41166401,2020-11-16,40,B,94,21,18,40,WQO6QJN,5DUEBSQ,LOUIZ9J,,6404199000,CN,CN,13.0,A,S,140.0,37492.0,0
97693443,2020-11-16,20,B,11,21,18,10,WDN6NM0,HBVIFY6,191VCAQ,77BN4M,6204520000,JP,JP,13.0,A,B,17.0,858.5,0
29635523,2020-11-16,20,B,11,21,14,40,6APLI65,EK01DLU,OC0KGUR,W6UCD9,8703241010,US,US,0.0,FUS1,G,1907.0,12967600.0,0
83994500,2020-11-16,20,B,93,21,21,10,8F95B82,A9KEV66,T9S0U7D,,7117199000,JP,JP,8.0,A,E,5.0,9.0,0
78197210,2020-11-16,20,B,11,21,18,10,37ZL1DV,MRMEUMV,XDC7RKE,MAD31N,3926909000,CN,CN,6.5,C,S,18.9,11.339999999999998,1
56531879,2020-11-16,16,B,87,21,11,10,YVRA5HF,NQIZTUZ,1VRR8DV,,6217100000,CN,CN,6.9,FCN1,B,30.0,45.0,0
43819597,2020-11-16,153,B,11,21,21,10,TZ2QL76,1SE7169,3B31BCN,VZIZJJ,9401791000,CN,CN,0.0,C,E,4234.6,2279485.18,0
96819791,2020-11-16,20,B,11,21,11,40,Z7L3ZTJ,V5IDKAS,VHO5FUP,JGTT43,8416909000,DE,DE,0.0,FEU1,B,6.9,3734.97,0
28667212,2020-11-16,20,B,11,21,43,10,F8KI8Y0,7MVVCRR,5BLY0KT,,3923100000,JP,KR,6.5,CIT,G,1734.0,5548.8,0
86735827,2020-11-16,13,B,11,21,13,10,XGAIPZH,SZ3UA2A,QKQZWX7,W6UCD9,6109109000,IT,IT,0.0,FEU1,G,10.0,87.0,0
67093634,2020-11-16,14,B,11,21,43,10,8TPRV05,P07PTUI,ZKL68ND,L31COG,9025191000,DE,DE,0.0,C,S,0.1,10.62,0
28978217,2020-11-16,40,B,11,21,11,40,1BDZYU4,R069SFI,85BLVIG,,9032909000,KR,CN,8.0,A,E,12.0,4336.799999999999,0
65791189,2020-11-16,40,B,11,21,11,10,E0AGTLM,PADJPUP,QL6AY4B,,6217100000,CN,CN,13.0,A,B,27.0,40.5,0
70543024,2020-11-16,153,B,11,21,18,40,Y0KMN48,JAX69XZ,8AGDNW1,W6UCD9,8473303000,CN,CN,0.0,C,Y,7843.6,1894229.4,0
10243942,2020-11-16,20,B,11,21,14,10,31SXC12,SAD6I5L,VXLGFJI,,2101111000,DE,CH,8.0,A,Y,92.0,25907.2,0
84492631,2020-11-16,20,B,11,21,11,40,PF1L1IG,XE08QFH,L2SX065,,9027301000,TW,IE,0.0,CIT,S,800.0,1020800.0,1
63258746,2020-11-16,40,B,11,21,14,40,5U5EWL2,B8QCPVJ,FX1IRAN,,301929090,TR,MA,20.0,L,E,2473.0,11171777.5,0
72084948,2020-11-16,12,B,29,11,11,10,CAMN5SR,GF56WRW,AHDYYMH,,9503003700,ES,ES,8.0,A,E,8.0,63.2,1
24256659,2020-11-16,40,B,11,21,11,40,AB2TXFG,369HN2J,E29KP3M,,3204130000,CN,CN,0.0,FCN1,S,1600.0,2479520.0,0
32961698,2020-11-16,40,D,89,21,11,40,ZGNH4UK,TXM7MK9,1L43QS7,,2004100000,US,US,0.0,FUS1,B,21604.1,8166349.8,0
89650572,2020-11-16,40,B,11,21,11,10,W8UXMQ2,HFSVMN3,VFAXHJ6,618AAX,8471499000,AU,AU,0.0,C,E,8.0,7372.0,1
62522699,2020-11-16,10,B,11,21,43,10,NJVSADX,4U58ZP2,0DMMCY4,,8431499000,CN,CN,0.0,C,Y,375.0,48862.50000000001,0
71536081,2020-11-16,30,B,11,21,12,10,0IULJ09,R3PJQ5F,M3O4128,W6UCD9,802410000,CN,CN,50.0,W1,S,12000.0,11331600.0,0
63433773,2020-11-16,40,B,11,21,11,10,OZB7KED,0DU4WNR,CXP1ZDM,,6203430000,VN,VN,0.0,FVN1,S,307.0,60663.2,0
59844769,2020-11-16,10,B,13,21,43,10,5QDXGSD,F2C83UE,XSFFJBM,,8471809000,US,CN,0.0,C,E,0.5,376.7,1
47779071,2020-11-16,20,B,11,21,11,10,NZYZ967,8OGW1X1,ZNA4205,,3926909000,CN,CN,6.5,C,E,13.0,7.8,0
72861589,2020-11-16,20,B,94,21,11,10,N5DYZ9T,0F6OUN4,AURN3K1,VZIZJJ,8443321010,CN,CN,0.0,CIT,G,8888.3,32985370.129999995,0
33905520,2020-11-16,20,B,11,21,11,10,M01P4W7,264JMME,AQDLED1,,5603121000,CN,CN,3.2,FCN1,B,2500.0,2312500.0,1
35580098,2020-11-16,30,B,11,21,11,10,2FCWWX1,YOEBYO3,UFTMY4T,,7308909000,CN,CN,0.0,C,B,230.0,1518.0,0
97819217,2020-11-16,13,B,11,21,11,10,30KWO4D,BSJRDD5,HKCKJSG,,8477102000,JP,JP,8.0,A,G,29551.0,15688625.9,0
76962438,2020-11-16,30,B,11,21,43,40,69Z0KLV,X1VTZ93,25B2J5D,,8504405010,CN,CN,0.0,CIT,Y,3163.8,2204535.84,0
87767087,2020-11-16,40,B,11,21,11,40,AZI5L7O,0CQJF00,,,2710197250,SG,US,7.0,A,G,1446.0,1485331.2,0
28716342,2020-11-16,40,B,11,23,11,40,F2SS4WH,IZNW4TE,0H6J2MF,,3204170000,SG,DE,0.0,FEU1,G,120.0,143784.0,1
23770610,2020-11-16,20,B,92,21,18,10,IBIGZ7F,V2OSW28,GK4MB1N,G6VT54,3004909900,US,US,8.0,A,S,1.0,278.0,0
64745656,2020-11-16,40,B,94,21,43,40,NR6K25R,JR00P65,9EU14RO,,3919900000,CH,IT,6.5,CIT,B,5.9,0.5900000000000001,1
26166101,2020-11-16,40,B,11,21,11,10,B28XSP7,ET7UAFV,0PFRXHB,,6702100000,CN,CN,2.4,FCN1,Y,3858.7,10032.62,0
60923805,2020-11-16,16,B,11,13,11,40,E3Q8ABV,TNVKEP9,REPR4IS,,6702100000,CN,CN,8.0,A,Y,210.0,546.0,0
97955307,2020-11-16,30,B,11,21,14,10,U8YJ1TN,HBFDZ98,JRBGUFS,KHQ7R0,8517623900,MY,MY,0.0,CIT,G,107.8,101838.66,0
96939723,2020-11-16,40,B,15,26,18,10,M4W2PU3,44LVR05,4282L09,MWIDNS,901210000,FR,FR,8.0,A,E,53.5,76638.75,1
85967209,2020-11-16,30,B,11,21,11,10,4RRXV85,BOPZ0WT,CYSQJ6Q,,1701142000,AR,AR,3.0,A,S,24000.0,3650400.0,0
27135706,2020-11-16,40,B,11,21,11,10,DWNJQL8,3Z5L1PO,IU5QO7Q,,8501101000,US,US,8.0,A,E,0.4,36.24,0
38770199,2020-11-16,30,B,11,21,13,10,JV09A3F,0WAKFY4,,,1302199099,US,US,0.0,FUS1,E,300.0,59280.0,0
38683537,2020-11-16,40,B,29,21,18,10,UI9G4N0,QL375DH,ZNA4205,,8544422090,CN,CN,2.4,FCN1,E,1111.0,33218.9,0
62149510,2020-11-16,40,B,11,21,11,10,H3RWZG0,Z2BMJ1E,,,5603119000,CN,CN,3.2,FCN1,Y,2901.3,560531.16,0
98210424,2020-11-16,40,B,11,21,11,40,OZB7KED,BGVIBK7,LBEK23B,,602909040,CN,CN,5.2,FCN1,Y,22000.0,1562000.0,0
50676075,2020-11-16,30,B,11,21,18,40,U8YJ1TN,C9O18NA,57M3YAH,,3926909000,CN,CN,3.9,FCN1,G,360.0,216.0,0
12504372,2020-11-16,16,B,13,21,11,10,7N4H6JC,PKS712X,MW8F7CQ,,4903000000,CN,CN,0.0,A,E,688.6,217597.6,0
34824723,2020-11-16,20,B,11,21,11,10,00RURK1,T87T3YL,,,7308909000,CN,CN,0.0,C,E,1750.0,11550.0,1
49130250,2020-11-17,80,B,11,21,11,10,P21JCS7,J9ROZJL,AWEYSS2,,7602000000,KR,KR,0.0,A,B,5960.0,58408.00000000001,0
77390837,2020-11-17,20,B,11,21,11,40,I78OVK0,ZMEP406,V80RUTV,A5IT1U,3824999090,MY,MY,0.0,FAS1,Y,8000.0,100000.0,0
76179749,2020-11-17,40,B,11,21,43,40,OZKXWOX,LJDC9CT,CIIR1J8,,710807000,VN,VN,27.0,A,E,49960.0,13249392.0,0
68672799,2020-11-17,40,B,15,21,11,50,LCG5CPV,SJW5GYP,0VO6HT0,,8421399099,IL,IL,5.0,F,G,46.0,391.0,1
67201836,2020-11-17,16,B,11,21,18,10,6V0LO4Q,1JTGUTT,,,9506910000,CN,CN,8.0,A,G,110.0,1496.0,1
90520197,2020-11-17,39,B,11,21,11,10,RBKRC5B,FPYBRN0,ALWN8P1,MWIDNS,710807000,CN,CN,27.0,C,S,11000.0,2917200.0,0
15676720,2020-11-17,40,B,11,21,18,40,HUIUK4E,7YG9JKH,E44MM7Y,,6307909000,CN,CN,10.0,A,S,34.7,79.81,0
74499520,2020-11-17,16,B,11,11,18,10,I768TB2,ZUJO43R,XUR1GYY,,9503003919,US,US,0.0,FUS1,E,10.0,669.0,1
28247495,2020-11-17,30,B,11,21,11,10,H1ZUISK,U21FJLR,U7VHXHV,5I78ZR,4202999000,TW,CN,8.0,A,S,31.5,305.54999999999995,0
93537767,2020-11-17,16,B,11,11,11,10,8XNBPP4,HKOY4OT,5B1YDJI,,6909190000,TH,TH,0.0,FAS1,E,400.0,92040.0,0
67780266,2020-11-17,40,B,11,21,0,10,O7GM82Y,3NQWYLW,ON25ZVF,MWIDNS,8518909000,CN,CN,0.0,CIT,Y,137.0,95.9,0
89764797,2020-11-17,30,B,11,21,11,50,P62D48C,4H05SGF,ACZQF57,,5806200000,CN,CN,0.0,FCN1,E,482.0,34270.2,1
11959354,2020-11-17,40,B,11,21,11,10,JPG9LUQ,3GUB0CU,GVKDN2M,EIZP3I,3926909000,CN,CN,3.4,FCN1,G,39.6,23.76,0
85647818,2020-11-17,17,B,11,21,43,10,E189VWP,QWYX9LQ,6V09WJZ,,9503003600,CN,CN,0.0,C,G,50.0,4340.0,0
17985320,2020-11-17,16,B,11,21,11,40,DWNJQL8,4I8FV3F,EBQOYBX,,9506910000,CN,CN,3.2,FCN1,G,474.8,6457.28,0
43427669,2020-11-17,30,B,11,21,43,10,ZDL74QJ,9AU1MLJ,8E95HTT,,9405103000,DE,DE,8.0,A,S,0.7,45.08,0
37408140,2020-11-17,40,B,11,21,11,10,7OSA8BP,YVU66WF,1JMGIBU,,6914109000,CN,CN,4.8,FCN1,B,301.0,11919.6,0
69351878,2020-11-17,20,B,11,21,11,10,HV1AB1L,QESJGLE,PFKSHJ7,VZIZJJ,3926909000,CN,CN,6.5,C,Y,210.0,126.0,0
16034191,2020-11-17,40,B,11,21,13,10,81PKGAM,6G95P01,WRC110G,W6UCD9,3926909000,CN,CN,3.4,FCN1,G,305.3,183.18,0
12861839,2020-11-17,40,B,94,21,11,10,HKEF2UA,EFNCODT,64D20EU,,6307909000,CN,CN,4.0,FCN1,Y,294.0,676.1999999999999,0
83219661,2020-11-17,40,B,11,28,43,40,626DNVO,54H0160,LJSZ406,MWIDNS,8428909000,DE,DE,0.0,C,E,105.7,1057.0,0
27332495,2020-11-17,62,B,11,21,11,40,PF1L1IG,1HX2KZZ,Z64QME2,,8207201000,JP,KR,8.0,A,E,16.5,14584.35,1
85431864,2020-11-17,30,B,11,21,11,10,KZ1IZ5O,075JO9I,BYSEFPJ,,1518009090,JP,JP,8.0,A,E,41600.0,7874880.000000001,0
32718840,2020-11-17,20,B,11,21,11,40,T6PB044,9I2K0GM,HIP6I3V,3JLK6O,8529909649,CN,CN,3.2,FCN1,S,57.8,1329.4,0
17008860,2020-11-17,20,B,11,21,11,10,PG5RSF3,BVORQOZ,P366GTI,,2004909000,CN,CN,30.0,A,Y,2000.0,766400.0,0
86126099,2020-11-17,40,B,11,21,11,10,MKE6NI0,FN3E4KF,XDC7RKE,,710807000,CN,CN,27.0,A,Y,95000.0,25194000.0,0
58075654,2020-11-17,20,B,11,21,11,40,K43BSIF,YV3O8QX,,,8544421010,CN,CN,0.0,C,G,270.0,12825.0,1
14278028,2020-11-17,20,B,11,21,11,40,UOOH9ZX,N2HAMBB,,,8543709090,US,IT,8.0,A,G,1.0,25.2,1
14014782,2020-11-17,30,B,11,21,43,40,UI9G4N0,U7RNNXU,J6CQGJD,MELYTX,3923100000,CN,CN,6.5,C,E,1.4,4.48,0
18074178,2020-11-17,62,B,11,28,13,90,H52HKP9,5I83R5D,9IHGXRR,,9609902000,NL,DE,0.0,FEU1,B,169.7,246234.7,0
90501999,2020-11-17,40,B,11,21,0,40,M9GQDD7,U44TI1O,FQKH1PD,MWIDNS,5609003000,CN,CN,8.0,A,B,200.0,12200.0,0
89287409,2020-11-17,40,B,11,21,11,10,X2D9TDI,V9WM82O,SYA2Q34,,6110200000,CN,CN,9.1,FCN1,B,344.0,9081.6,0
58688781,2020-11-17,56,B,93,21,43,10,69RSNY6,PDVFQFA,IFSMR20,AT9SIZ,9403830000,ID,ID,0.0,FAS1,E,534.0,679515.0,0
12285187,2020-11-17,40,B,11,21,11,10,PF1L1IG,TXTIFBM,4EOT8ZF,VZIZJJ,9403501000,CN,CN,0.0,C,G,5504.0,882291.2000000001,0
76003331,2020-11-17,40,B,11,21,11,40,6I8M76G,IR1643R,,,7217100000,CN,CN,0.0,C,G,1014.0,300144.0,0
32633422,2020-11-17,100,B,11,21,14,10,RU9K634,OJMUW97,L4CSH7M,VZIZJJ,7610901000,CN,CN,4.2,FCN1,G,11259.0,4970848.5,0
36193922,2020-11-17,40,B,11,21,11,10,IBG3A46,Z8IRZRH,U07CSUC,,6208221000,CN,CN,13.0,A,E,101.0,26118.6,0
98077163,2020-11-17,20,B,11,21,11,10,DWNJQL8,86WBFQH,CKVG4CM,,4414000000,CN,CN,8.0,A,G,86.0,6131.8,0
40344958,2020-11-17,30,B,11,31,11,10,1BDZYU4,8OHDD26,53V1J6J,,7323930000,IN,IN,0.0,FIN1,G,572.5,3549.5,0
28177641,2020-11-17,40,B,11,21,11,40,43MSLZK,VB02G7E,PR8BRK7,,2926909099,KR,CN,6.5,C,B,0.1,197.01,0
70027432,2020-11-17,40,B,15,21,11,40,J0VWEJZ,SPCQ55Q,C7Q0OOD,,3926909000,CN,CN,6.5,C,E,167.4,100.44,1
87400614,2020-11-17,20,B,11,21,18,40,PF1L1IG,FNU0DQ4,KSIPBBA,,106903010,CN,CN,8.0,A,G,120.0,604452.0,0
65569260,2020-11-17,16,B,11,21,11,40,H3RWZG0,H8JRSLI,3A3NJAX,,2103909090,CN,CN,44.5,FCN1,G,40000.0,1080000.0,0
69482065,2020-11-17,30,B,11,23,43,40,9GVIG2T,NPZRUJ7,Z64QME2,W6UCD9,8528521000,ID,ID,0.0,C,S,1717.0,665165.7999999999,0
71314336,2020-11-17,20,B,89,12,11,10,8BBKYXO,4I56NTG,U7BENWV,VZIZJJ,901110000,BR,BR,2.0,A,Y,32400.0,19760760.0,0
63859964,2020-11-17,30,B,11,21,18,10,E5BS5N9,NN2A82Q,G3GO1R6,,4202211090,IT,IT,0.0,FEU1,S,2.0,61.6,0
96463122,2020-11-17,40,B,11,21,11,40,6JX3RY5,EZCTYBM,38DBP1M,W6UCD9,3824999049,US,US,0.0,FUS1,E,190.0,12825.0,0
94293732,2020-11-17,151,B,80,21,11,10,CHE4UCL,C1AVWKD,M8WBT18,W6UCD9,9403209000,MX,MX,0.0,C,B,284.2,2415.7,0
